"x1","x2","y"
-0.115785196057454,0.483642825810174,-1
1.6604981331077,1.00459216146388,1
0.987535611737281,1.43993439169654,1
-1.17335039481734,-1.15782057144511,-1
0.365220942872069,-0.480899695079899,-1
1.38549560555462,-0.748333082350408,-1
2.2645202107279,0.806205873859355,1
0.539774265139168,-0.00544496326784594,1
2.02784979403279,-1.83441447199269,-1
3.57693428682724,1.31191073423721,1
0.576567084326468,1.46288584879436,1
-0.220800712002411,0.85277031447767,-1
1.81801630705968,0.678912435979645,1
-0.58876541950128,-1.13212489512161,-1
2.69108255494225,2.0262697322821,1
0.463347237005425,0.53755881169856,-1
0.249994228102964,0.793650966565749,-1
0.108802575083598,-1.17995397027334,-1
1.89196342313186,0.199099847299326,-1
-0.385182133746906,-0.692360025589036,-1
0.960639058934487,0.174056412041557,-1
-0.154215203585576,3.75257003296061,1
0.629816076940782,1.16412357968379,1
1.24835058488318,-1.57899342384473,-1
0.348679080778806,1.83866332607225,1
2.06757597278164,2.45204139725078,1
1.42134784178376,-0.269637320488139,-1
1.87063086588661,1.08079110156627,1
1.98615675371526,2.61447315944382,1
1.1117867659902,0.951113699465752,1
0.458462962139622,1.15432242394801,-1
-0.144160886177542,-0.547258558921096,-1
0.659258527674934,-0.409272275372594,-1
2.4197364021152,0.424070934089763,-1
0.0109164751728075,0.2132236042738,1
-0.211275807034371,1.01641785189464,1
0.868190184219245,0.0256934215760653,-1
-0.599204717553801,1.26846903769423,-1
-1.73419771557363,-1.45173735620269,-1
1.92515733021172,3.70068650555983,1
1.35278913935575,-0.0983790357464819,-1
0.387822566350281,2.42649627177397,1
-1.2546914534697,0.155063092748612,-1
-0.161030395534211,-0.487396384123824,-1
-0.158855611460498,-0.399765490850022,-1
-0.395139459498421,-0.907399591963304,-1
0.213740510459767,0.885393444137193,-1
2.03037862068919,0.941724315290052,-1
2.62776798651364,2.30165025575414,1
1.2788993154994,2.96902455987447,1
-1.01572084706608,-2.48276963102664,-1
-1.15626061757039,-2.70388171849204,-1
1.00760481019944,1.24192553279279,1
2.59305496962396,2.72759121487722,1
0.353727361008208,0.28004904962351,-1
1.89722239805179,2.22198736083259,1
1.72816590506779,0.768379927450719,1
1.9458937755938,0.266465096276421,1
2.98706135078755,0.468197327918851,1
0.0335692423010087,2.22333006866927,-1
0.000953269874922585,-0.676920882900027,-1
1.93741245133874,1.82405631558075,1
0.31378799062275,1.69507411943156,-1
1.33350296827011,0.835819212631049,-1
1.80665962231125,1.0651968894918,1
2.54376681225093,3.01693144650472,1
-0.377486420779165,1.08299414331289,1
3.42017531170819,2.4136399916618,1
0.323950086650896,1.11595430569705,1
-1.22463149134703,-1.55390784189579,-1
1.19192082891645,1.24150449160471,1
-0.0314515344977135,-0.255072574033798,1
1.917412026828,-0.138301414194854,-1
-0.217373554284177,0.920381845148443,-1
-1.15740304220469,-0.189592078702551,-1
-0.0692356934108142,-0.422365537168352,-1
1.75519292236282,0.662096001900077,1
-1.43325077525533,-0.251564294286847,-1
-0.851571690690849,1.18011286007724,-1
-0.754435785652928,0.0453331064022101,-1
